frame,timestamp_ms,elapsed_ms,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
1,1763134117708,343,0.5819036960601807,0.6358007192611694,-0.8052160739898682,0.999855637550354,0.6001726984977722,0.5792396068572998,-0.7512910962104797,0.9996091723442078,0.6146073937416077,0.5835185050964355,-0.7513148188591003,0.9996196031570435,0.6292905807495117,0.5878337621688843,-0.7514442205429077,0.9995092153549194,0.5495075583457947,0.5763756036758423,-0.7606714963912964,0.999690055847168,0.5310211181640625,0.5810304880142212,-0.7600023746490479,0.9997467398643494,0.5148273706436157,0.5868059396743774,-0.7603534460067749,0.9997346997261047,0.6542612314224243,0.6348251104354858,-0.4227624237537384,0.999433696269989,0.49348559975624084,0.6354305744171143,-0.447416216135025,0.9998086094856262,0.6077819466590881,0.725654125213623,-0.6818209886550903,0.9997987151145935,0.5483808517456055,0.7260310649871826,-0.6899603605270386,0.9998635053634644,0.7795512676239014,1.0050264596939087,-0.2267691045999527,0.9923304319381714,0.36451101303100586,1.0099533796310425,-0.3341734707355499,0.9980286955833435,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,1763134117773,407,0.5821323513751949,0.6360486184073133,-1.0988252795450426,0.9997591376304626,0.6007845274414723,0.5792309783548464,-1.0350815768718924,0.9994590282440186,0.6153330962111068,0.5834573676152364,-1.035521397698034,0.9994961023330688,0.6296996398855575,0.5877113736735589,-1.035708190276449,0.9992730617523193,0.5495879396581235,0.5768492062808979,-1.0480795334727473,0.9995867609977722,0.5310346285823776,0.5817366060538097,-1.0482479441331107,0.9996882677078247,0.5148293574698385,0.5874766922071998,-1.0488266490095088,0.999658465385437,0.6551167587939685,0.6345795954808094,-0.6262600626197805,0.9993064999580383,0.49368152920504216,0.6357849106823374,-0.678222213769026,0.9997803568840027,0.6083752129692207,0.7256542387465501,-0.9423709385571357,0.9996692538261414,0.5490397400875545,0.7260176113353309,-0.9592112468898901,0.9998199343681335,0.7812309305126692,1.0025602974532235,-0.3607123426145431,0.9869905710220337,0.3645246653654798,1.0071930535764537,-0.4158752561552139,0.9965226054191589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,1763134117807,441,0.5830393296320386,0.6370874499160496,-1.1155877007918342,0.9994045495986938,0.6023598480879152,0.5792359786661309,-1.0535052946291439,0.998596727848053,0.6170137330864399,0.5834493124295267,-1.0540122267943954,0.9988366961479187,0.6311985101905078,0.5876967153822643,-1.0541733736037475,0.998010516166687,0.5503149235962429,0.5773103371631576,-1.0659040159550637,0.9990239143371582,0.5317308889290939,0.5823821004230145,-1.0660452265596776,0.9993681311607361,0.5152627621984935,0.5881068046588547,-1.0666860576077994,0.9992542266845703,0.6560077776773812,0.6345292865371907,-0.6460411994031072,0.9984424710273743,0.49397615807707074,0.6361086288759994,-0.6929749055288801,0.9995623826980591,0.609637787652955,0.7262682015792404,-0.9582747655453604,0.9992151856422424,0.5507495276614096,0.7263926076624465,-0.9735208669176951,0.9996672868728638,0.7842847289105138,1.0015644490912978,-0.35961797077900143,0.9814316630363464,0.36459349978520655,1.0047289886393258,-0.42452308393137095,0.9954204559326172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,1763134117891,526,0.5836406701324452,0.6388096394362639,-1.1120136328679386,0.999296247959137,0.6035603502175667,0.5796623187296972,-1.046096915821603,0.9984378814697266,0.6182697000260888,0.5838171049160724,-1.0466124060142188,0.9986966848373413,0.6323049944977376,0.5880910856573545,-1.0467890393801664,0.9977917671203613,0.5510098197011855,0.5782406729214096,-1.0603846780412842,0.9989337921142578,0.5324189177985165,0.5833358973703986,-1.0606319986434432,0.9993078112602234,0.5157169343492821,0.5889044774018471,-1.0612583036501422,0.9991884231567383,0.6565076211247322,0.6347386775774312,-0.6265713660712797,0.9982777833938599,0.4943058241975132,0.6366641209082105,-0.6807541893749841,0.9995375275611877,0.6102309306273945,0.727937316567464,-0.9501419681005894,0.9990361928939819,0.5519360158008001,0.7274921154775422,-0.967575261082876,0.999607503414154,0.7861834454860825,1.0011748450142806,-0.34439701392983957,0.9754860401153564,0.36440531880712623,1.0036758631570135,-0.412987486964445,0.9939308762550354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,1763134118003,638,0.5840017230378298,0.6397386327486739,-1.0930388247621166,0.9992899894714355,0.6043232726775617,0.5798951981727953,-1.0239510755138221,0.9984997510910034,0.6191054131963072,0.5840149987467645,-1.0244514089663495,0.9987390041351318,0.6330533996835417,0.588304478516332,-1.0245884473380311,0.9978763461112976,0.5514042395752642,0.5787973430254163,-1.0367279566361767,0.9989729523658752,0.5327212224679417,0.5839237017316279,-1.0370297641417716,0.9993268251419067,0.515881540074832,0.5893962814463892,-1.0376269079240348,0.9992126226425171,0.6567946058121803,0.6348298126650377,-0.5975778505324841,0.9983581900596619,0.49442033072099845,0.6369334341725238,-0.6474264908147066,0.9995555877685547,0.6104848513430736,0.729170574190175,-0.9291963851017832,0.9989998936653137,0.5523926559232778,0.7281990596245366,-0.9452407009162422,0.9995899200439453,0.7868290441803116,1.0021300814114646,-0.3357269827638587,0.9673633575439453,0.36437762736664187,1.003399412908733,-0.39107931500273235,0.9911677837371826,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,1763134118099,733,0.5842936649045701,0.6401376604844593,-1.1180120398930435,0.999204158782959,0.6049847180004112,0.5798435267575723,-1.045590310439181,0.9983446598052979,0.6198296092235686,0.5839799807021215,-1.0460691102657866,0.9986153841018677,0.6338208451961568,0.5883371868021142,-1.0461562764959984,0.9976097345352173,0.5517553771290021,0.5789552780265365,-1.0592710150538465,0.9988840222358704,0.5329496003662645,0.5841194188308975,-1.059599469370182,0.9992735981941223,0.5159579107444661,0.5895965955914078,-1.06022696223141,0.9991398453712463,0.6573745503171448,0.6348669967998909,-0.6059864798096374,0.9981587529182434,0.4944227024958213,0.6371240345694653,-0.6602059144851489,0.9995431303977966,0.6106719973462786,0.7299767602807632,-0.9500521093499138,0.9988133311271667,0.552631107268615,0.728588665865604,-0.9675091485873917,0.9995426535606384,0.7872692710052526,1.0036743648724717,-0.3429311288383765,0.9603784084320068,0.36335219593553497,1.0033209227954727,-0.39563942547085096,0.9899438619613647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1763134118196,830,0.5844016874647623,0.6403561537952084,-1.1461535674108008,0.9991506338119507,0.6052968119894327,0.5798069792780236,-1.0721814436525616,0.998272716999054,0.620172269196472,0.5839533617484017,-1.0726460442301518,0.9985441565513611,0.6341990716069086,0.588361299684612,-1.0727159924211402,0.9974964261054993,0.5519229715254579,0.5791075197203528,-1.083946231840834,0.9988409280776978,0.5330521621206731,0.5843448707391055,-1.084303953418806,0.9992378354072571,0.5159739637293663,0.5899129918254118,-1.0849443910110914,0.9991006851196289,0.6577117087892189,0.6349115095496968,-0.623554304752905,0.9980344772338867,0.4943959117070872,0.6373155272211705,-0.6695916005384253,0.9995342493057251,0.6107488993165053,0.730579926202572,-0.9753728296443381,0.9987024068832397,0.5527021590146154,0.7288597883174937,-0.990302704254653,0.9995068907737732,0.7887090765648506,1.0053154530254256,-0.3634658857568074,0.9530364871025085,0.36244744830508435,1.0033227217370804,-0.39954783781193093,0.9889034032821655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,1763134118292,926,0.5843299601611601,0.6410997632453144,-1.1766700034353947,0.9990447163581848,0.605417446100882,0.58036099959857,-1.1013057207554808,0.9981802105903625,0.6203076161607939,0.5845830803440633,-1.1017931690042795,0.9984331130981445,0.6343462967734768,0.5892067548863913,-1.10186420762839,0.9973830580711365,0.5520030931114741,0.5799184262643309,-1.1121345277827281,0.9987870454788208,0.533097552211495,0.5852037575161358,-1.1125348175387693,0.9991798996925354,0.515968444064471,0.5908038055685662,-1.1131693410840895,0.999052882194519,0.6578385848855495,0.6354393079604789,-0.6438502179958313,0.9978820085525513,0.49436795464785915,0.6376720822126541,-0.6854924808598797,0.999510645866394,0.6107406994027547,0.7317890143072284,-1.0027733985250729,0.9985446929931641,0.5526239681202437,0.7296229412423717,-1.0164914187452776,0.999433159828186,0.7895596856828261,1.0066176218830847,-0.3869867135012189,0.946311354637146,0.3619691778788176,1.0032733656588704,-0.40572926448971436,0.9872928261756897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,1763134118403,1038,0.5842885797420476,0.641633343139994,-1.1741046279314888,0.9989920258522034,0.605471906202866,0.5809248376536721,-1.1077826903517796,0.9982297420501709,0.6203614676534459,0.585292226716787,-1.108144504606518,0.9984639883041382,0.6344076682936898,0.5902102077963577,-1.1082775549704513,0.9974811673164368,0.5521226888829569,0.5805572878373989,-1.1278405527790774,0.998801589012146,0.5332048619131774,0.58584584751011,-1.1273199506055438,0.9991715550422668,0.5159973369280102,0.5914752252844563,-1.1280059112161829,0.999052882194519,0.6578457619101037,0.6363302141201602,-0.626457007979813,0.9979839324951172,0.49434332457191477,0.6379063144526441,-0.655953494884467,0.9995007514953613,0.6107221636076869,0.7327158803401109,-1.0174334411395602,0.9984645843505859,0.552556883812597,0.7300870597196061,-1.0239131071556518,0.9993494749069214,0.7898381113223885,1.0077247166402457,-0.39076532675958514,0.9356921911239624,0.3616438873348124,1.0031523391521988,-0.3805855950437346,0.9815975427627563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1763134118499,1134,0.584284602226744,0.6421668594190488,-1.1641862715372222,0.9989109039306641,0.6055620115180281,0.5815760095447883,-1.097609838356666,0.9981996417045593,0.6204293998079161,0.5861160457450335,-1.0979531875939936,0.9984191060066223,0.6344735559545854,0.5913489412079712,-1.0980773714144414,0.9974657297134399,0.5522894194807173,0.5811518379205066,-1.1176618080914358,0.9987660050392151,0.5333140351388905,0.5864118530042501,-1.11713288680911,0.9991279244422913,0.5160150967064442,0.592057078299605,-1.117800668476179,0.9990154504776001,0.6578399006179781,0.6374500164391947,-0.6137238140812903,0.9979788661003113,0.4942794452799322,0.638057803092577,-0.6419356308539568,0.9994696974754333,0.610712594792594,0.7337162011687518,-1.0078074012304237,0.9983068704605103,0.5524966399505427,0.7305146984861163,-1.0140543121877799,0.9992558360099792,0.7892989987545262,1.00882265389019,-0.388110467940365,0.9262771010398865,0.3605098767030693,1.002817022844966,-0.3664745620872727,0.9771587252616882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
